,pm_id,title,abstract,publication_types,mesh_terms,substances
78,35658976,Tet2 deficiency drives liver microbiome dysbiosis triggering Tc1 cell autoimmune hepatitis - PubMed,"Abstract
        
      


      
      The triggers that drive interferon-γ (IFNγ)-producing CD8 T cell (Tc1 cell)-mediated autoimmune hepatitis (AIH) remain obscure. Here, we show that lack of hematopoietic Tet methylcytosine dioxygenase 2 (Tet2), an epigenetic regulator associated with autoimmunity, results in the development of microbiota-dependent AIH-like pathology, accompanied by hepatic enrichment of aryl hydrocarbon receptor (AhR) ligand-producing pathobionts and rampant Tc1 cell immunity. We report that AIH-like disease development is dependent on both IFNγ and AhR signaling, as blocking either reverts ongoing AIH-like pathology. Illustrating the critical role of AhR-ligand-producing pathobionts in this condition, hepatic translocation of the AhR ligand indole-3-aldehyde (I3A)-releasing Lactobacillus reuteri is sufficient to trigger AIH-like pathology. Finally, we demonstrate that I3A is required for L. reuteri-induced Tc1 cell differentiation in vitro and AIH-like pathology in vivo, both of which are restrained by Tet2 within CD8 T cells. This AIH-disease model may contribute to the development of therapeutics to alleviate AIH.
    



          Keywords:
        
      
      Lactobacillus reuteri; Tc1 cells; Tet2; aryl hydrocarbon receptor agonist; autoimmune hepatitis; liver microbiome.",{},{},{}
79,35650421,Landscape of cancer cell therapies: trends and real-world data - PubMed,,{'News': True},{},{}
80,35670811,Respiratory viral infections in otherwise healthy humans with inherited IRF7 deficiency - PubMed,"Abstract
        
      


      
      Autosomal recessive IRF7 deficiency was previously reported in three patients with single critical influenza or COVID-19 pneumonia episodes. The patients' fibroblasts and plasmacytoid dendritic cells produced no detectable type I and III IFNs, except IFN-β. Having discovered four new patients, we describe the genetic, immunological, and clinical features of seven IRF7-deficient patients from six families and five ancestries. Five were homozygous and two were compound heterozygous for IRF7 variants. Patients typically had one episode of pulmonary viral disease. Age at onset was surprisingly broad, from 6 mo to 50 yr (mean age 29 yr). The respiratory viruses implicated included SARS-CoV-2, influenza virus, respiratory syncytial virus, and adenovirus. Serological analyses indicated previous infections with many common viruses. Cellular analyses revealed strong antiviral immunity and expanded populations of influenza- and SARS-CoV-2-specific memory CD4+ and CD8+ T cells. IRF7-deficient individuals are prone to viral infections of the respiratory tract but are otherwise healthy, potentially due to residual IFN-β and compensatory adaptive immunity.",{},{},{}
81,35668193,P2RY2-AKT activation is a therapeutically actionable consequence of XPO1 inhibition in acute myeloid leukemia - PubMed,"Abstract
        
      


      
      Selinexor is a first-in-class inhibitor of the nuclear exportin XPO1 that was recently approved by the US Food and Drug Administration for the treatment of multiple myeloma and diffuse large B-cell lymphoma. In relapsed/refractory acute myeloid leukemia (AML), selinexor has shown promising activity, suggesting that selinexor-based combination therapies may have clinical potential. Here, motivated by the hypothesis that selinexor's nuclear sequestration of diverse substrates imposes pleiotropic fitness effects on AML cells, we systematically catalog the pro- and anti-fitness consequences of selinexor treatment. We discover that selinexor activates PI3Kγ-dependent AKT signaling in AML by upregulating the purinergic receptor P2RY2. Inhibiting this axis potentiates the anti-leukemic effects of selinexor in AML cell lines, patient-derived primary cultures and multiple mouse models of AML. In a syngeneic, MLL-AF9-driven mouse model of AML, treatment with selinexor and ipatasertib outperforms both standard-of-care chemotherapy and chemotherapy with selinexor. Together, these findings establish drug-induced P2RY2-AKT signaling as an actionable consequence of XPO1 inhibition in AML.",{},{},{}
82,35666958,Circulating Tumor Cells for the Staging of Patients With Newly Diagnosed Transplant-Eligible Multiple Myeloma - PubMed,"Abstract
        
      



          Purpose:
        
      
      Patients with multiple myeloma (MM) may show patchy bone marrow (BM) infiltration and extramedullary disease. Notwithstanding, quantification of plasma cells (PCs) continues to be performed in BM since the clinical translation of circulating tumor cells (CTCs) remains undefined.
    


          Patients and methods:
        
      
      CTCs were measured in peripheral blood (PB) of 374 patients with newly diagnosed MM enrolled in the GEM2012MENOS65 and GEM2014MAIN trials. Treatment included bortezomib, lenalidomide, and dexamethasone induction followed by autologous transplant, consolidation, and maintenance. Next-generation flow cytometry was used to evaluate CTCs in PB at diagnosis and measurable residual disease (MRD) in BM throughout treatment.
    


          Results:
        
      
      CTCs were detected in 92% (344 of 374) of patients with newly diagnosed MM. The correlation between the percentages of CTCs and BM PCs was modest. Increasing logarithmic percentages of CTCs were associated with inferior progression-free survival (PFS). A cutoff of 0.01% CTCs showed an independent prognostic value (hazard ratio: 2.02; 95% CI, 1.3 to 3.1; P = .001) in multivariable PFS analysis including the International Staging System, lactate dehydrogenase levels, and cytogenetics. The combination of the four prognostic factors significantly improved risk stratification. Outcomes according to the percentage of CTCs and depth of response to treatment showed that patients with undetectable CTCs had exceptional PFS regardless of complete remission and MRD status. In all other cases with detectable CTCs, only achieving MRD negativity (and not complete remission) demonstrated a statistically significant increase in PFS.
    


          Conclusion:
        
      
      Evaluation of CTCs in PB outperformed quantification of BM PCs. The detection of ≥ 0.01% CTCs could be a new risk factor in novel staging systems for patients with transplant-eligible MM.",{},{},{}
83,35671424,Primary cilia in satellite cells are the mechanical sensors for muscle hypertrophy - PubMed,"Abstract
        
      


      
      Skeletal muscle atrophy is commonly associated with aging, immobilization, muscle unloading, and congenital myopathies. Generation of mature muscle cells from skeletal muscle satellite cells (SCs) is pivotal in repairing muscle tissue. Exercise therapy promotes muscle hypertrophy and strength. Primary cilium is implicated as the mechanical sensor in some mammalian cells, but its role in skeletal muscle cells remains vague. To determine mechanical sensors for exercise-induced muscle hypertrophy, we established three SC-specific cilium dysfunctional mouse models-Myogenic factor 5 (Myf5)-Arf-like Protein 3 (Arl3)-/-, Paired box protein Pax-7 (Pax7)-Intraflagellar transport protein 88 homolog (Ift88)-/-, and Pax7-Arl3-/--by specifically deleting a ciliary protein ARL3 in MYF5-expressing SCs, or IFT88 in PAX7-expressing SCs, or ARL3 in PAX7-expressing SCs, respectively. We show that the Myf5-Arl3-/- mice develop grossly the same as WT mice. Intriguingly, mechanical stimulation-induced muscle hypertrophy or myoblast differentiation is abrogated in Myf5-Arl3-/- and Pax7-Arl3-/- mice or primary isolated Myf5-Arl3-/- and Pax7-Ift88-/- myoblasts, likely due to defective cilia-mediated Hedgehog (Hh) signaling. Collectively, we demonstrate SC cilia serve as mechanical sensors and promote exercise-induced muscle hypertrophy via Hh signaling pathway.
    



          Keywords:
        
      
      exercise; mechanical stimulation; muscle hypertrophy; primary cilia.",{},{},{}
84,35658487,"A Randomized, Phase III Trial to Evaluate Rucaparib Monotherapy as Maintenance Treatment in Patients With Newly Diagnosed Ovarian Cancer (ATHENA-MONO/GOG-3020/ENGOT-ov45) - PubMed","Abstract
        
      



          Purpose:
        
      
      ATHENA (ClinicalTrials.gov identifier: NCT03522246) was designed to evaluate rucaparib first-line maintenance treatment in a broad patient population, including those without BRCA1 or BRCA2 (BRCA) mutations or other evidence of homologous recombination deficiency (HRD), or high-risk clinical characteristics such as residual disease. We report the results from the ATHENA-MONO comparison of rucaparib versus placebo.
    


          Methods:
        
      
      Patients with stage III-IV high-grade ovarian cancer undergoing surgical cytoreduction (R0/complete resection permitted) and responding to first-line platinum-doublet chemotherapy were randomly assigned 4:1 to oral rucaparib 600 mg twice a day or placebo. Stratification factors were HRD test status, residual disease after chemotherapy, and timing of surgery. The primary end point of investigator-assessed progression-free survival was assessed in a step-down procedure, first in the HRD population (BRCA-mutant or BRCA wild-type/loss of heterozygosity high tumor), and then in the intent-to-treat population.
    


          Results:
        
      
      As of March 23, 2022 (data cutoff), 427 and 111 patients were randomly assigned to rucaparib or placebo, respectively (HRD population: 185 v 49). Median progression-free survival (95% CI) was 28.7 months (23.0 to not reached) with rucaparib versus 11.3 months (9.1 to 22.1) with placebo in the HRD population (log-rank P = .0004; hazard ratio [HR], 0.47; 95% CI, 0.31 to 0.72); 20.2 months (15.2 to 24.7) versus 9.2 months (8.3 to 12.2) in the intent-to-treat population (log-rank P < .0001; HR, 0.52; 95% CI, 0.40 to 0.68); and 12.1 months (11.1 to 17.7) versus 9.1 months (4.0 to 12.2) in the HRD-negative population (HR, 0.65; 95% CI, 0.45 to 0.95). The most common grade ≥ 3 treatment-emergent adverse events were anemia (rucaparib, 28.7% v placebo, 0%) and neutropenia (14.6% v 0.9%).
    


          Conclusion:
        
      
      Rucaparib monotherapy is effective as first-line maintenance, conferring significant benefit versus placebo in patients with advanced ovarian cancer with and without HRD.",{},{},{}
85,35660376,Risk factors for SARS-CoV-2 infection and transmission in households with asthmatic and allergic children. A prospective surveillance study - PubMed,"Abstract
        
      



          Background:
        
      
      Whether children and people with asthma and allergic diseases are at increased risk for SARS-CoV-2 infection is unknown.
    


          Objective:
        
      
      To determine SARS-CoV-2 infection incidence in households with children, and whether self-reported asthma and/or other allergic diseases are associated with infection and household transmission.
    


          Methods:
        
      
      Biweekly nasal swabs and weekly surveys were conducted for six months within 1,394 households (N=4,142 participants) to identify incident SARS-CoV-2 infections from May 2020-February 2021, a pandemic time period largely pre-vaccine and pre-emergence of SARS-CoV-2 variants. Participant/household infection and household transmission probabilities were calculated using time-to-event analyses, and factors associated with infection and transmission risk determined using regression analyses.
    


          Results:
        
      
      147 households (261 participants) tested positive for SARS-CoV-2. Household SARS-CoV-2 infection probability was 25.8%; participant infection probability was similar for children (14.0%,CI:8.0-19.6%), teenagers (12.1%,CI:8.2-15.9%), and adults (14.0%,CI:9.5-18.4%). Infections were symptomatic in 24.5% of children, 41.2% of teenagers, and 62.5% of adults. Self-reported doctor-diagnosed asthma was not a risk factor for infection (aHR=1.04,CI:0.73-1.46), nor was upper respiratory allergy or eczema. Self-reported doctor-diagnosed food allergy was associated with lower infection risk (aHR=0.50,CI:0.32-0.81); higher BMI was associated with increased infection risk (aHR per 10-point increase:1.09,CI:1.03-1.15). Household secondary attack rate was 57.7%. Asthma was not associated with household transmission, but transmission was lower in households with food allergy (aOR=0.43,CI:0.19-0.96,p=0.04).
    


          Conclusion:
        
      
      Asthma does not increase risk of SARS-CoV-2 infection. Food allergy is associated with lower infection risk, while BMI is associated with increased infection risk. Understanding how these factors modify infection risk may offer new avenues for infection prevention.
    



          Keywords:
        
      
      COVID-19; Food allergy; SARS-CoV-2; asthma; body mass index; infection; transmission.",{},{},{}
86,35653481,Reaction hijacking of tyrosine tRNA synthetase as a new whole-of-life-cycle antimalarial strategy - PubMed,"Abstract
        
      


      
      Aminoacyl transfer RNA (tRNA) synthetases (aaRSs) are attractive drug targets, and we present class I and II aaRSs as previously unrecognized targets for adenosine 5'-monophosphate-mimicking nucleoside sulfamates. The target enzyme catalyzes the formation of an inhibitory amino acid-sulfamate conjugate through a reaction-hijacking mechanism. We identified adenosine 5'-sulfamate as a broad-specificity compound that hijacks a range of aaRSs and ML901 as a specific reagent a specific reagent that hijacks a single aaRS in the malaria parasite Plasmodium falciparum, namely tyrosine RS (PfYRS). ML901 exerts whole-life-cycle-killing activity with low nanomolar potency and single-dose efficacy in a mouse model of malaria. X-ray crystallographic studies of plasmodium and human YRSs reveal differential flexibility of a loop over the catalytic site that underpins differential susceptibility to reaction hijacking by ML901.",{},"{'Adenosine / analogs & derivatives': True, 'Animals': True, 'Antimalarials* / chemistry': True, 'Antimalarials* / pharmacology': True, 'Antimalarials* / therapeutic use': True, 'Crystallography, X-Ray': True, 'Humans': True, 'Malaria, Falciparum* / drug therapy': True, 'Malaria, Falciparum* / parasitology': True, 'Mice': True, 'Molecular Targeted Therapy*': True, 'Plasmodium falciparum* / drug effects': True, 'Plasmodium falciparum* / enzymology': True, 'Protein Biosynthesis* / drug effects': True, 'Protein Conformation': True, 'Protozoan Proteins* / chemistry': True, 'Protozoan Proteins* / metabolism': True, 'Sulfonic Acids / chemistry': True, 'Tyrosine-tRNA Ligase* / chemistry': True, 'Tyrosine-tRNA Ligase* / metabolism': True}","{'Antimalarials': True, 'Protozoan Proteins': True, 'Sulfonic Acids': True, 'sulfamic acid': True, 'Tyrosine-tRNA Ligase': True, 'Adenosine': True}"
87,35658022,Once-Weekly Dulaglutide for the Treatment of Youths with Type 2 Diabetes - PubMed,"Abstract
        
      



          Background:
        
      
      The incidence of type 2 diabetes mellitus is increasing among youths. Once-weekly treatment with dulaglutide, a glucagon-like peptide-1 receptor agonist, may have efficacy with regard to glycemic control in youths with type 2 diabetes.
    


          Methods:
        
      
      In a double-blind, placebo-controlled, 26-week trial, we randomly assigned participants (10 to <18 years of age; body-mass index [BMI], >85th percentile) being treated with lifestyle modifications alone or with metformin, with or without basal insulin, in a 1:1:1 ratio to receive once-weekly subcutaneous injections of placebo, dulaglutide at a dose of 0.75 mg, or dulaglutide at a dose of 1.5 mg. Participants were then included in a 26-week open-label extension study in which those who had received placebo began receiving dulaglutide at a weekly dose of 0.75 mg. The primary end point was the change from baseline in the glycated hemoglobin level at 26 weeks. Secondary end points included a glycated hemoglobin level of less than 7.0% and changes from baseline in the fasting glucose concentration and BMI. Safety was also assessed.
    


          Results:
        
      
      A total of 154 participants underwent randomization. At 26 weeks, the mean glycated hemoglobin level had increased in the placebo group (0.6 percentage points) and had decreased in the dulaglutide groups (-0.6 percentage points in the 0.75-mg group and -0.9 percentage points in the 1.5-mg group, P<0.001 for both comparisons vs. placebo). At 26 weeks, a higher percentage of participants in the pooled dulaglutide groups than in the placebo group had a glycated hemoglobin level of less than 7.0% (51% vs. 14%, P<0.001). The fasting glucose concentration increased in the placebo group (17.1 mg per deciliter) and decreased in the pooled dulaglutide groups (-18.9 mg per deciliter, P<0.001), and there were no between-group differences in the change in BMI. The incidence of gastrointestinal adverse events was higher with dulaglutide therapy than with placebo. The safety profile of dulaglutide was consistent with that reported in adults.
    


          Conclusions:
        
      
      Treatment with dulaglutide at a once-weekly dose of 0.75 mg or 1.5 mg was superior to placebo in improving glycemic control through 26 weeks among youths with type 2 diabetes who were being treated with or without metformin or basal insulin, without an effect on BMI. (Funded by Eli Lilly; AWARD-PEDS ClinicalTrials.gov number, NCT02963766.).",{},{},{}
88,35660139,"Outcomes of the SARS-CoV-2 omicron (B.1.1.529) variant outbreak among vaccinated and unvaccinated patients with cancer in Europe: results from the retrospective, multicentre, OnCovid registry study - PubMed","Abstract
        
      



          Background:
        
      
      The omicron (B.1.1.529) variant of SARS-CoV-2 is highly transmissible and escapes vaccine-induced immunity. We aimed to describe outcomes due to COVID-19 during the omicron outbreak compared with the prevaccination period and alpha (B.1.1.7) and delta (B.1.617.2) waves in patients with cancer in Europe.
    


          Methods:
        
      
      In this retrospective analysis of the multicentre OnCovid Registry study, we recruited patients aged 18 years or older with laboratory-confirmed diagnosis of SARS-CoV-2, who had a history of solid or haematological malignancy that was either active or in remission. Patient were recruited from 37 oncology centres from UK, Italy, Spain, France, Belgium, and Germany. Participants were followed up from COVID-19 diagnosis until death or loss to follow-up, while being treated as per standard of care. For this analysis, we excluded data from centres that did not actively enter new data after March 1, 2021 (in France, Germany, and Belgium). We compared measures of COVID-19 morbidity, which were complications from COVID-19, hospitalisation due to COVID-19, and requirement of supplemental oxygen and COVID-19-specific therapies, and COVID-19 mortality across three time periods designated as the prevaccination (Feb 27 to Nov 30, 2020), alpha-delta (Dec 1, 2020, to Dec 14, 2021), and omicron (Dec 15, 2021, to Jan 31, 2022) phases. We assessed all-cause case-fatality rates at 14 days and 28 days after diagnosis of COVID-19 overall and in unvaccinated and fully vaccinated patients and in those who received a booster dose, after adjusting for country of origin, sex, age, comorbidities, tumour type, stage, and status, and receipt of systemic anti-cancer therapy. This study is registered with ClinicalTrials.gov, NCT04393974, and is ongoing.
    


          Findings:
        
      
      As of Feb 4, 2022 (database lock), the registry included 3820 patients who had been diagnosed with COVID-19 between Feb 27, 2020, and Jan 31, 2022. 3473 patients were eligible for inclusion (1640 [47·4%] were women and 1822 [52·6%] were men, with a median age of 68 years [IQR 57-77]). 2033 (58·5%) of 3473 were diagnosed during the prevaccination phase, 1075 (31·0%) during the alpha-delta phase, and 365 (10·5%) during the omicron phase. Among patients diagnosed during the omicron phase, 113 (33·3%) of 339 were fully vaccinated and 165 (48·7%) were boosted, whereas among those diagnosed during the alpha-delta phase, 152 (16·6%) of 915 were fully vaccinated and 21 (2·3%) were boosted. Compared with patients diagnosed during the prevaccination period, those who were diagnosed during the omicron phase had lower case-fatality rates at 14 days (adjusted odds ratio [OR] 0·32 [95% CI 0·19-0·61) and 28 days (0·34 [0·16-0·79]), complications due to COVID-19 (0·26 [0·17-0·46]), and hospitalisation due to COVID-19 (0·17 [0·09-0·32]), and had less requirements for COVID-19-specific therapy (0·22 [0·15-0·34]) and oxygen therapy (0·24 [0·14-0·43]) than did those diagnosed during the alpha-delta phase. Unvaccinated patients diagnosed during the omicron phase had similar crude case-fatality rates at 14 days (ten [25%] of 40 patients vs 114 [17%] of 656) and at 28 days (11 [27%] of 40 vs 184 [28%] of 656) and similar rates of hospitalisation due to COVID-19 (18 [43%] of 42 vs 266 [41%] of 652) and complications from COVID-19 (13 [31%] of 42 vs 237 [36%] of 659) as those diagnosed during the alpha-delta phase.
    


          Interpretation:
        
      
      Despite time-dependent improvements in outcomes reported in the omicron phase compared with the earlier phases of the pandemic, patients with cancer remain highly susceptible to SARS-CoV-2 if they are not vaccinated against SARS-CoV-2. Our findings support universal vaccination of patients with cancer as a protective measure against morbidity and mortality from COVID-19.
    


          Funding:
        
      
      National Institute for Health and Care Research Imperial Biomedical Research Centre and the Cancer Treatment and Research Trust.",{},{},{}
89,35668135,The metabolic enzyme hexokinase 2 localizes to the nucleus in AML and normal haematopoietic stem and progenitor cells to maintain stemness - PubMed,"Abstract
        
      


      
      Mitochondrial metabolites regulate leukaemic and normal stem cells by affecting epigenetic marks. How mitochondrial enzymes localize to the nucleus to control stem cell function is less understood. We discovered that the mitochondrial metabolic enzyme hexokinase 2 (HK2) localizes to the nucleus in leukaemic and normal haematopoietic stem cells. Overexpression of nuclear HK2 increases leukaemic stem cell properties and decreases differentiation, whereas selective nuclear HK2 knockdown promotes differentiation and decreases stem cell function. Nuclear HK2 localization is phosphorylation-dependent, requires active import and export, and regulates differentiation independently of its enzymatic activity. HK2 interacts with nuclear proteins regulating chromatin openness, increasing chromatin accessibilities at leukaemic stem cell-positive signature and DNA-repair sites. Nuclear HK2 overexpression decreases double-strand breaks and confers chemoresistance, which may contribute to the mechanism by which leukaemic stem cells resist DNA-damaging agents. Thus, we describe a non-canonical mechanism by which mitochondrial enzymes influence stem cell function independently of their metabolic function.",{},{},{}
90,35641199,Effect of a Ketogenic Diet versus Mediterranean Diet on HbA1c in Individuals with Prediabetes and Type 2 Diabetes Mellitus: the Interventional Keto-Med Randomized Crossover Trial - PubMed,"Abstract
        
      



          Background:
        
      
      Consensus has not been reached on what constitutes an optimal diet in individuals with prediabetes and type 2 diabetes (T2DM), especially between low-carbohydrate options.
    


          Objectives:
        
      
      To compare two low-carbohydrate diets with 3 key similarities (incorporate non-starchy vegetables and avoid added sugars and refined grains) and 3 key differences (incorporate vs avoid legumes, fruits, and whole intact grains), for their effects on glucose control and cardiometabolic risk factors in individuals with prediabetes and T2DM.
    


          Design:
        
      
      Keto-Med was a randomized, crossover, interventional trial. Forty participants aged ≥ 18 years with prediabetes or T2DM followed a Well Formulated Ketogenic Diet (WFKD) and Mediterranean-Plus diet (Med-Plus) for 12-weeks each, in random order. Diets shared 3 key similarities noted above. Med-Plus incorporated legumes, fruits, and whole intact grains while WFKD avoided them. Primary outcome was % change in HbA1c after 12-weeks on each diet. Secondary and exploratory outcomes included % change in body weight, fasting insulin, glucose, and blood lipids, glucose (continuous glucose monitor), and nutrient intake.
    


          Results:
        
      
      Primary analysis had n = 33 with complete data. HbA1c did not differ between diets at 12-weeks. Triglycerides decreased more for WFKD (% change(SEM)): -16%(4%) vs -5%(6%), p = 0.02) and LDL-C was higher for WFKD (+10%(4%) vs -5%(5%), p = 0.01). Weight decreased 8%(1%) vs 7%(1%) and HDL-C increased 11%(2%) vs 7%(3%) for WFKD vs Med-Plus, respectively; however, there was a significant interaction of diet by order for both. Participants had lower intakes of fiber and 3 nutrients on WFKD vs Med-Plus. Twelve-week follow-up data suggested Med-Plus diet was more sustainable.
    


          Conclusion:
        
      
      HbA1c was not different between diet phases after 12-weeks, but improved from baseline on both diets, likely due to several shared dietary aspects. WFKD was beneficial for greater decrease in triglycerides, but also had potential untoward risks from elevated LDL-C, and lower nutrient intakes from avoiding legumes, fruits, and whole intact grains, as well as being less sustainable.
    


          Trial registration:
        
      
      clinicaltrials.gov NCT03810378.
    



          Keywords:
        
      
      diabetes; diet; hba1c; human; intervention; ketogenic; mediterranean; metabolomic; pre-diabetes.",{},{},{}
91,35641829,Transplantation of a human liver following 3 days of ex situ normothermic preservation - PubMed,"Abstract
        
      


      
      Current organ preservation methods provide a narrow window (usually <12 hours) to assess, transport and implant donor grafts for human transplantation. Here we report the transplantation of a human liver discarded by all centers, which could be preserved for several days using ex situ normothermic machine perfusion. The transplanted liver exhibited normal function, with minimal reperfusion injury and the need for only a minimal immunosuppressive regimen. The patient rapidly recovered a normal quality of life without any signs of liver damage, such as rejection or injury to the bile ducts, according to a 1-year follow up. This inaugural clinical success opens new horizons in clinical research and promises an extended time window of up to 10 days for assessment of viability of donor organs as well as converting an urgent and highly demanding surgery into an elective procedure.",{},{},{}
92,34937674,Long Term Effectiveness and Safety of Intracavernosal Botulinum Toxin A as an Add-on Therapy to Phosphosdiesterase Type 5 Inhibitors or Prostaglandin E1 Injections for Erectile Dysfunction - PubMed,"Abstract
        
      



          Background:
        
      
      Some evidence suggests that intracavernosal botulinum toxin A (BTX-A IC) injections administered in addition to phosphodiesterase type 5 inhibitors (PDE5-Is) or prostaglandin E1 intracavernosal injections (PGE1 ICI) could effectively treat erectile dysfunction (ED) in non-responders, or insufficient responders to these pharmacologic treatments.
    


          Aim:
        
      
      To determine the long-term effectiveness and safety of combined treatment involving a single injection of BTX-A IC as an add on therapy to PDE5-Is or PGE1-ICI for the treatment of ED of different etiologies.
    


          Methods:
        
      
      A retrospective, uncontrolled, single center study was conducted. Data from 123 consecutive patients with ED who were insufficient responders to PDE5-Is or PGE1-ICI and who received onabotulinumtoxinA 100 U, abobotulinumtoxinA 250 U or 500 U IC as an add on to their current pharmacologic treatment were analyzed. All analyses were exploratory. Qualitative data were compared using the Fisher's exact test. Univariate and multivariate analysis were performed using logistic regression with Odds Ratios (OR). Only variables with P < .05 in the univariate analysis were selected for multivariate analysis.
    


          Results:
        
      
      The minimally clinically important difference (relative to baseline severity of ED) in the International Index of Erectile Function-Erectile function domain (IIEF-EF) score was achieved in 50% of patients at 34 (27-42) days and in 41% at 5.9 (3.9 - 8.1) months following BTX-A IC in combination with PDE5-Is or PGE1 ICI. The severity of ED influenced response to BTX-A IC according to the multivariate analysis (OR = 0.3, IC(95%]) = (0.16 - 0.56). Neither being post prostatectomy nor the type of BTX-A affected the response. Effectiveness tended to decrease more over time with abobotulinumtoxinA 250 U than 500 U. The only side-effects were mild penile pain on injection (n = 1) and mild penile pain for 3 days following injection (n = 1); no systemic effects were reported.
    


          Clinical implications:
        
      
      BTX-A IC (all types) administered as an add on to registered pharmacologic treatments improved erectile function for at least 6 months in 41% of patients with ED of varying etiologies, and was safe.
    


          Strengths & limitations:
        
      
      A relatively large cohort of patients with ED was included, with a long follow-up period, however the study was retrospective, and uncontrolled.
    


          Conclusion:
        
      
      This study provides preliminary evidence that BTX-A IC administered as an add-on therapy for ED that is insufficiently responsive to standard therapy is effective for at least 6 months, and is safe. Randomized clinical trials are now needed to fully confirm these results. Giuliano F, Joussain C, Denys P, Long Term Effectiveness and Safety of Intracavernosal Botulinum Toxin A as an Add-on Therapy to Phosphosdiesterase Type 5 Inhibitors or Prostaglandin E1 Injections for Erectile Dysfunction. J Sex Med 2022;19:83-89.
    



          Keywords:
        
      
      Abobotulinumtoxin A; Combined Treatment; Duration of Action; Non–responders; OnabotulinumtoxinA; Pharmacology.",{},"{'Alprostadil / adverse effects': True, 'Botulinum Toxins, Type A* / adverse effects': True, 'Erectile Dysfunction* / etiology': True, 'Humans': True, 'Male': True, 'Penile Erection': True, 'Retrospective Studies': True, 'Treatment Outcome': True}","{'Botulinum Toxins, Type A': True, 'Alprostadil': True}"
93,35653592,The International Consensus Classification of Mature Lymphoid Neoplasms: A Report from the Clinical Advisory Committee - PubMed,"Abstract
        
      


      
      Since the publication of the Revised European-American Classification of mature lymphoid neoplasms in 1994, subsequent updates of the classification of mature lymphoid neoplasms have been generated through iterative international efforts to achieve broad consensus among hematopathologists, geneticists, molecular scientists, and clinicians. Significant progress in the characterization of malignancies of the immune system in the last years, with many new insights provided by genomic studies, have led to the current proposal. We have followed the same process that was successfully used for the 3rd and 4th editions of the WHO classification of hematological neoplasms. The definition, recommended studies, and criteria for the diagnosis of many entities have been extensively refined. Some categories considered provisional are now upgraded to definite entities. Terminology of some diseases has been revised to adapt nomenclature to the current knowledge of their biology, but these modifications have been restricted to well-justified situations. Major findings from recent genomic studies have impacted the conceptual framework and diagnostic criteria for many disease entities. These changes will have an impact on optimal clinical management. The conclusions of this work are summarized in this report as the proposed International Consensus Classification (ICC) of mature lymphoid, histiocytic, and dendritic cell tumors.",{},{},{}
94,35623380,Clinical features and management of human monkeypox: a retrospective observational study in the UK - PubMed,"Abstract
        
      



          Background:
        
      
      Cases of human monkeypox are rarely seen outside of west and central Africa. There are few data regarding viral kinetics or the duration of viral shedding and no licensed treatments. Two oral drugs, brincidofovir and tecovirimat, have been approved for treatment of smallpox and have demonstrated efficacy against monkeypox in animals. Our aim was to describe the longitudinal clinical course of monkeypox in a high-income setting, coupled with viral dynamics, and any adverse events related to novel antiviral therapies.
    


          Methods:
        
      
      In this retrospective observational study, we report the clinical features, longitudinal virological findings, and response to off-label antivirals in seven patients with monkeypox who were diagnosed in the UK between 2018 and 2021, identified through retrospective case-note review. This study included all patients who were managed in dedicated high consequence infectious diseases (HCID) centres in Liverpool, London, and Newcastle, coordinated via a national HCID network.
    


          Findings:
        
      
      We reviewed all cases since the inception of the HCID (airborne) network between Aug 15, 2018, and Sept 10, 2021, identifying seven patients. Of the seven patients, four were men and three were women. Three acquired monkeypox in the UK: one patient was a health-care worker who acquired the virus nosocomially, and one patient who acquired the virus abroad transmitted it to an adult and child within their household cluster. Notable disease features included viraemia, prolonged monkeypox virus DNA detection in upper respiratory tract swabs, reactive low mood, and one patient had a monkeypox virus PCR-positive deep tissue abscess. Five patients spent more than 3 weeks (range 22-39 days) in isolation due to prolonged PCR positivity. Three patients were treated with brincidofovir (200 mg once a week orally), all of whom developed elevated liver enzymes resulting in cessation of therapy. One patient was treated with tecovirimat (200mg twice daily for 2 weeks orally), experienced no adverse effects, and had a shorter duration of viral shedding and illness (10 days hospitalisation) compared with the other six patients. One patient experienced a mild relapse 6 weeks after hospital discharge.
    


          Interpretation:
        
      
      Human monkeypox poses unique challenges, even to well resourced health-care systems with HCID networks. Prolonged upper respiratory tract viral DNA shedding after skin lesion resolution challenged current infection prevention and control guidance. There is an urgent need for prospective studies of antivirals for this disease.
    


          Funding:
        
      
      None.",{},{},{}
